type,content,links
p,"Pada tanggal 12 Maret 1947, NICA mendirikanUniversiteit van Indonesieyang berpusat di Jakarta. KampusTHSberikut para pengajarnya dijadikanFaculteit van Technische Wetenschap. Pada 6 Oktober 1947,Faculteit van Exacte Wetenschapberdiri.",/wiki/Universiteit_van_Indonesie /wiki/THS /wiki/Universiteit_van_Indonesie_te_Bandoeng#Faculteit_van_Technische_Wetenschap_te_Bandoeng /wiki/Universiteit_van_Indonesie_te_Bandoeng#Faculteit_der_Exacte_Wetenschap/Faculteit_van_Wiskunde_en_Natuurwetenschap
h3,Fakultas Teknik dan Fakultas Ilmu Pasti dan Ilmu AlamUniversitas Indonesia Bandung(1950–1959),/wiki/Universitas_Indonesia_Bandung
p,Ini kemudian menjadi Fakultas Teknik dan Fakultas Ilmu Pasti dan Ilmu AlamUniversitas Indonesiadi Bandung sejak 2 Februari 1950.,/wiki/Universitas_Indonesia_Bandung
h3,Institut Teknologi Bandung (1959–sekarang),
p,"Pada tanggal 2 Maret 1959, didorong oleh gagasan dan keyakinan yang dilandasi semangat perjuangan Proklamasi Kemerdekaan serta wawasan ke masa depan, Pemerintah Indonesia meresmikan berdirinya Institut Teknologi di Kota Bandung pada tanggal 2 Maret 1959 berdasarkan Peraturan Pemerintah Nomor 6 Tahun 1959 tentang Pendirian Institut Teknologi (Lembaran Negara Tahun 1959 Nomor 9 dan Tambahan Lembaran Negara Nomor 1733) yang ditetapkan tanggal 28 Februari 1959. Institut Teknologi yang dipimpin oleh Presiden Institut Teknologi ini (Pasal 4) mempunyai kedudukan hukum sebagai Universitas yang pada awalnya terdiri atas departemen ilmu teknik; departemen ilmu pasti dan ilmu alam; dan departemen ilmu kimia dan ilmu hayat (Pasal 1 dan Pasal 2) – departemen pada waktu itu mempunyai kedudukan sebagai Fakultas. Fakultas Teknik dan Fakultas Ilmu Pasti dan Ilmu Alam Universitas Indonesia secara resmi memisahkan diri (Pasal 3) menjadi Institut Teknologi Bandung (ITB). Upacara peresmiannya sendiri dipimpin oleh Presiden RI Ir. Soekarno.",
p,"Berbeda dengan harkat pendirian lima perguruan tinggi teknik sebelumnya di kampus yang sama, Institut Teknologi Bandung lahir dalam suasana penuh dinamika mengemban misi pengabdian ilmu pengetahuan dan teknologi, yang berpijak pada kehidupan nyata di bumi sendiri bagi kehidupan dan pembangunan bangsa yang maju dan bermartabat.",
p,"Kurun dasawarsa pertama tahun 1960–anITB mulai membina dan melengkapi dirinya dengan kepranataan yang harus diadakan. Dalam periode ini dilakukan persiapan pengisian-pengisian organisasi bidang pendidikan dan pengajaran, serta melengkapkan jumlah dan meningkatkan kemampuan tenaga pengajar dengan penugasan belajar ke luar negeri.",
p,"Kurun dasawarsa kedua tahun 1970–anITB diwarnai oleh masa sulit yang timbul menjelang periode pertama. Satuan akademis yang telah dibentuk berubah menjadi satuan kerja yang juga berfungsi sebagai satuan sosial-ekonomi yang secara terbatas menjadi institusi semi-otonom. Tingkat keakademian makin meningkat, tetapi penugasan belajar ke luar negeri makin berkurang. Sarana internal dan kepranataan semakin dimanfaatkan.",
p,Kurun dasawarsa ketiga tahun 1980–anditandai dengan kepranataan dan proses belajar mengajar yang mulai memasuki era modern dengan sarana fisik kampus yang makin dilengkapi. Jumlah lulusan sarjana makin meningkat dan program pasca sarjana mulai dibuka. Keadaan ini didukung oleh makin membaiknya kondisi sosio-politik dan ekonomi negara.,
p,"Kurun dasawarsa keempat tahun 1990–anperguruan tinggi teknik yang semula hanya mempunyai satu jurusan pendidikan itu, kini memiliki dua puluh enam Departemen Program Sarjana, termasuk Departemen Sosioteknologi, tiga puluh empat program studi S2/Magister dan tiga bidang studi S3/Doktor yang mencakup unsur-unsur ilmu pengetahuan, teknologi, seni, bisnis dan ilmu-ilmu kemanusiaan.",
p,"Kini, dengan suplai tahunan pelajar-pelajar Indonesia terbaik, Institut Teknologi Bandung merupakan salah satu pusat ilmu sains, teknologi, dan seni terbaik di Indonesia.",
p,Institut Teknologi Bandung juga mendukung para pelajar dan aktivitas sosial mereka dengan mendukung himpunan mahasiswa yang ada di setiap departemen.,
p,"Setiap tahunnya, Institut Teknologi Bandung memilih seorang mahasiswa terbaik untuk dikirim ke pemilihan mahasiswa teladan nasional.Ganesha Prizeadalah nama penghargaan untuk mereka yang mendapatkan gelar mahasiswa terbaik ini. Penghargaan ini biasanya diberikan secara resmi pada seremoni penerimaan mahasiswa baru.",/w/index.php?title=Ganesha_Prize&action=edit&redlink=1
p,Sejak tanggal 26 Desember 2000 ITB menjadi Perguruan Tinggi Badan Hukum Milik Negara (PT BHMN) sebagaimana diatur Peraturan Pemerintah Nomor 155 Tahun 2000. Sejak tanggal 12 April 2012 ITB menjadi Perguruan Tinggi yang diselenggarakan oleh Pemerintah (PTP) sebagaimana diatur Peraturan Presiden Nomor 44 Tahun 2012. Sejak tanggal 14 Oktober 2013 ITB menjadi Perguruan Tinggi Negeri Badan Hukum (PTN BH) yang memiliki otonomi pengelolaan dalam akademik dan non-akademik sebagaimana diatur Peraturan Pemerintah Nomor 65 Tahun 2013 tentang STATUTA INSTITUT TEKNOLOGI BANDUNG.,
h2,Pimpinan,
p,Berikut adalah pimpinan di Institut Teknologi Bandung yang sedang menjabat:,
li,"Rektor : Prof. Dr. Ir. Tatacipta Dirgantara, M.T.",
li,"Wakil Rektor Bidang Akademik dan Kemahasiswaan :Prof. Dr. Irwan Meilano, S.T., M.Sc.",
li,"Wakil Rektor Bidang Keuangan, Perencanaan, dan Pengembangan :Prof. Ir. Agus Jatnika Effendi, Ph.D.",
li,"Wakil Rektor Bidang Sumber Daya  :Prof. Dr. Dea Indriani Astuti, S.Si.",
li,"Wakil Rektor Bidang Riset dan Inovasi :Prof. Ir. Lavi Rizki Zuhal, M.Sc., Ph.D.",
li,"Wakil Rektor Bidang Komunikasi, Kemitraan, Kealumnian, dan Administrasi :Dr. Andryanto Rikrik Kusmara, S.Sn., M.Sn.",
li,"Dekan Fakultas Matematika dan Ilmu Pengetahuan Alam :Aep Patah, S.Si., M.Si., Ph.D.",
li,"Dekan Fakultas Ilmu dan Teknologi Kebumian :Dr. Techn. Dudy Darmawan Wijaya, S.T., M.Sc.",
li,"Dekan Fakultas Teknik Pertambangan dan Perminyakan :Prof. Dr. Eng. Ir. Syafrizal, S.T., M.T., IPM.",
li,"Dekan Fakultas Teknik Mesin dan Dirgantara :Prof. Dr. Ir. Hermawan Judawisastra, M.Eng.",
li,"Dekan Fakultas Teknik Sipil dan Lingkungan :Dr. Eng. Nita Yuwanita, S.T., M.T.",
li,"Dekan Fakultas Teknologi Industri :Prof. Ir. Tirto Prakoso, S.T., M.Eng., Ph.D.",
li,"Dekan Fakultas Seni Rupa dan Desain :Dr. Kahfiati Kahdar, S.Sn., M.A.",
li,"Dekan Sekolah Ilmu dan Teknologi Hayati :Dr. Indra Wibowo, S.Si., M.Sc.",
li,"Dekan Sekolah Farmasi :Prof. Apt. Diky Mudhakir, S.Si., M.Si., Ph.D.",
li,"Dekan Sekolah Teknik Elektro dan Informatika :Dr. Ir. Tutun Juhana, S.T., M.T.",
li,"Dekan Sekolah Arsitektur, Perencanaan, dan Pengembangan Kebijakan :Dr. Eng. Puspita Dirgahayani, S.T., M.Eng.",
li,"Dekan Sekolah Bisnis dan Manajemen :Prof. Dr. Aurik Gustomo, S.T., M.T.",
li,"Dekan Sekolah Pascasarjana Ilmu dan Teknologi Multidisiplin :Prof. Ir. Wahyu Srigutomo, S.Si., M.Si., Ph.D.",
h2,Kampus,
p,"Menyadari akan keterbatasan lahan Kampus Ganesha dikaitkan dengan meningkatnya kebutuhan sarana dan prasarana untuk mewujudkan visi akademiknya, maka pada sekitar tahun 2010 diterapkanlah kebijakan ITB multikampus.",
h3,ITB Kampus Ganesha,
p,"Kampus Ganesha merupakan kampus utama Institut Teknologi Bandung. Berlokasi di Jl. Ganesa No. 10,Bandung, Jawa Barat, Indonesia dengan luas sekitar 28 hektar, kampus ini terus mengalami perluasan dan penambahan fasilitas. Kampus ITB Ganesha didirikan pada tahun 1920 dengan namaTechnische Hoogeschool.",/wiki/Bandung
p,"Di Kampus ITB Ganesha, terdapat fasilitas berupa Aula Barat dan Aula Timur, Gedung Kuliah Umum (GKU), Laboratorium Teknik (Labtek), Campus Center (CC), perpustakaan, laboratorium, galeri seni, studio, dan bengkel.",
p,"Terdapat juga fasilitas penunjang di sekitar Kampus ITB Ganesha seperti, Sarana Olah Raga (Saraga) berupa running track, lapangan sepak bola, kolam renang,Sasana Budaya Ganesha(Sabuga),Masjid Salman ITB, pusat bahasa, dan layanan kesehatan.",/wiki/Sasana_Budaya_Ganesha /wiki/Masjid_Salman_ITB
p,"Asrama mahasiswa, perumahan dosen, dan kantor pusat administrasi tidak terletak di kampus utama namun masih dalam jangkauan yang mudah untuk ditempuh. ITB juga memilikiObservatorium Bosscha(salah satu fasilitas dari Kelompok KeahlianAstronomiFMIPA), terletak 11 kilometer di sebelah utara Bandung.",/wiki/Observatorium_Bosscha /wiki/Astronomi
h3,ITB Kampus Jatinangor,
p,"Kampus Jatinangor terletak di Sayang,Jatinangor,Sumedang, Jawa Barat. Kampus ini dibangun di lahan aset milik Pemerintah Provinsi Jawa Barat seluas 47 hektar yang sebelumnya digunakan sebagai kampus Universitas Winayamukti. Letak kampus ini cukup strategis karena berhadapan dengan Jalan Raya Bandung-Sumedang dan diapit oleh beberapa perguruan tinggi lainnya sepertiUniversitas Padjadjaran,Institut Manajemen Koperasi Indonesia, danInstitut Pemerintahan Dalam Negeri. Mulai tahun 2023, seluruh mahasiswa baru Tahap Persiapan Bersama (TPB) tingkat 1 akan berkuliah di Kampus Jatinangor selama satu tahun sebelum ditempatkan di kampus sesuai program studi masing-masing.[17]","/wiki/Jatinangor,_Sumedang /wiki/Sumedang /wiki/Universitas_Padjadjaran /wiki/Institut_Manajemen_Koperasi_Indonesia /wiki/Institut_Pemerintahan_Dalam_Negeri #cite_note-24"
h3,ITB Kampus Cirebon,
p,"Lahan seluas 30 hektar di Kecamatan Arjawinangun Kabupaten Cirebon, dipersiapkan untuk pembangunan Kampus ITB di Cirebon. ITB Kampus Cirebon sudah memiliki 7 program studi, diantaranya adalah Perencanaan Wilayah dan Kota - SAPPK, Teknik Industri - FTI, Prodi Kriya dan Tradisi - FSRD, Teknik Perminyakan - FTTM, Teknik Pertambangan - FTTM, Teknik Geofisika - FTTM, dan Oseanografi - FITB. Pembangunan kampus di kota Cirebon sebagai bentuk peranan ITB dalam membangun riset yang unggul dan mengembangkan sumber daya manusia berkualitas dalam skala regional maupun nasional.",
h3,ITB Kampus Jakarta,
p,"Saat ini ITB telah melakukan pengembangan beberapa multikampus, yaitu ITB Kampus Ganesha, ITB Kampus Jatinangor, dan ITB Kampus Cirebon. Tidak hanya di tiga lokasi, ITB juga telah memperluas program multikampusnya di Jakarta. Terletak di Jantung Kota Jakarta, Kuningan, Rasuna Said, ITB memproyeksikan lokasi ini menjadi Kampus Jakarta secara permanen.",
h2,Fakultas dan sekolah,
p,,
p,"Fakultas adalah unit pendidikan di ITB yang memiliki beberapa program studi (dulu departemen), baik di tingkat sarjana, magister, maupun doktor. Sementara itu, sekolah adalah unit pendidikan yang memiliki beberapa program studi dengan bidang keilmuan yang berdekatan.",
p,"Misalnya,Sekolah Teknik Elektro dan Informatika Institut Teknologi Bandungmemiliki 6 program studi, yaitu di lingkup keelektroteknikan (teknik elektro, telekomunikasi, biomedis, dan tenaga listrik), serta di lingkupilmu komputer(teknik informatika dan sistem teknologi informasi). Namun, cakupan keilmuannya dianggap cukup dekat. Oleh karena itu, meskipun jumlah program studi di dalamnya semakin banyak, istilah 'sekolah' tersebut tidak diubah menjadi 'fakultas'.",/wiki/Sekolah_Teknik_Elektro_dan_Informatika_Institut_Teknologi_Bandung /wiki/Ilmu_komputer
p,"Secara administratif tidak ada perbedaan yang berarti antara fakultas dan sekolah; perbedaan fakultas dengan sekolah di ITB hanyalah sekadar terminologi. Keduanya dipimpin oleh seorang dekan dengan dibantu oleh 2 orang wakil dekan, yaitu wakil dekan bidang akademik dan wakil dekan bidang sumber daya.",
h2,Akreditasi,
h3,Akreditasi Nasional,
p,Setelah bertahun-tahun mendapatkan akreditasi dari Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT) dengan nilai A untuk sebagian besar program studinya.,
h4,Fakultas Matematika dan Ilmu Pengetahuan Alam (FMIPA),
h4,Sekolah Ilmu dan Teknologi Hayati (SITH),
h4,Sekolah Farmasi (SF),
h4,Fakultas Ilmu dan Teknologi Kebumian (FITB),
h4,Fakultas Teknik Pertambangan dan Perminyakan (FTTM),
h4,Sekolah Teknik Elektro dan Informatika (STEI),
h4,Fakultas Teknologi Industri (FTI),
h4,Fakultas Teknik Mesin dan Dirgantara (FTMD),
h4,Fakultas Teknik Sipil dan Lingkungan (FTSL),
h4,"Sekolah Arsitektur, Perencanaan, dan Pengembangan Kebijakan (SAPPK)",
h4,Fakultas Seni Rupa dan Desain (FSRD),
h4,Sekolah Bisnis dan Manajemen (SBM),
h4,Sekolah Pasca Sarjana (SPS),
h4,Non Fakultas/Sekolah (NONFS),
h3,Akreditasi Internasional,
p,"Selain akreditasi nasional, program studi di ITB juga mendapatkan akreditasi internasional sebagai berikut.",
li,14 program studiterakreditasiABET(Accreditation Board for Engineering and Technology),
li,"20 program studiterakreditasiASIIN(Akkreditierungsagentur für Studiengänge der Ingenieurwissenschaften, der Informatik, der Naturwissenschaften und der Mathematik)",
li,6 program studiterakreditasiAACSB(Association to Advance Collegiate School of Business),
li,15 program studiterakreditasiIABEE(Indonesian Accreditation Board for Engineering Education),
li,1 program studiterakreditasiRSC(The Royal Society of Chemistry),
li,2 program studiterakreditasiKAAB(Korea Architectural Accrediting Board),
p,"Dengan akreditasi internasional tersebut, lulusan ITB mendapatkan ijazah tak hanya akreditasi BAN-PT, tetapi juga terdapat logo akreditasi internasional. Hal ini sebagai bukti bahwa lulusan ITB telah terdidik dengan standar internasional, tidak hanya terlembaga tetapi juga telah tersertifikasi secara resmi. Akreditasi internasional ini menjadi jaminan bahwa anak didik ITB memiliki standar profesional kerja yang dapat disamakan dengan lulusan luar negeri ternama sehingga perusahaan penerima mereka dapat lebih yakin terhadap almamater mereka.",
h4,Fakultas Matematika dan Ilmu Pengetahuan Alam (FMIPA),
h4,Sekolah Ilmu dan Teknologi Hayati (SITH),
h4,Sekolah Farmasi (SF),
h4,Fakultas Ilmu dan Teknologi Kebumian (FITB),
h4,Fakultas Teknik Pertambangan dan Perminyakan (FTTM),
h4,Sekolah Teknik Elektro dan Informatika (STEI),
h4,Fakultas Teknologi Industri (FTI),
h4,Fakultas Teknik Mesin dan Dirgantara (FTMD),
h4,Fakultas Teknik Sipil dan Lingkungan (FTSL),
h4,"Sekolah Arsitektur, Perencanaan, dan Pengembangan Kebijakan (SAPPK)",
h4,Sekolah Bisnis dan Manajemen (SBM),
h2,Selektivitas,
p,"Seleksi penerimaan mahasiswa ITB dilakukan secara ekslusif melalui seleksi secara nasional. Dalam sejarahnya, ITB adalah universitas yang paling selektif bukan saja di dalam negeri tetapi juga di dunia. Pada tahun 2000, survei Asiaweek mencatat bahwa untuk seleksi penerimaan mahasiswa ITB menduduki ranking pertama di Asia.[18]Pada tahun 2008, tingkat penerimaan agregat (aggregate admission rate) ITB adalah 4%, lebih rendah (lebih selektif) daripada Harvard pada tahun yang sama, yakni 9%.",#cite_note-asia2000-25
p,"Pada tahun 2013, tergantung Falkutas yang bersangkutan, tingkat penerimaan di ITB berkisar antara 3.5–6.3%,[19]setara dengan Stanford (5.7%) dan Harvard (5.8%) dan lebih selektif dari Yale (6.9%), Princeton (7.4%), dan MIT (8.3%).[20]",#cite_note-26 #cite_note-27
p,"Di tataran nasional, menurut tingkat keketatan masuk SNMPTN/SBMPTN bidang Saintek (IPA) dan Soshum (IPS) dari tahun ke tahun, ITB merupakan perguruan tinggi dengan tingkat kesulitan tertinggi, dapat dilihat dari nilaipassing grademaupun nilai rata-rata ujian seleksi masuk perguruan tinggi negeri sebagaimana digambarkan dalam tabel berikut:",
h2,Reputasi,
p,"Berdasarkan tingkat kepopuleran perguruan tinggi di dunia maya, dengan jumlah sampel 335 institusi perguruan tinggi oleh 4icu.org untuk tahun 2012, ITB masih menjadi perguruan tinggi terpopuler di Indonesia.[33]Hingga pertengahan Juli 2012, ITB menempati peringkat ke-13 di lingkup Asia,[34]dan peringkat ke-82 di dunia (satu-satunya yang mewakili Indonesia di dalamTop 200 Colleges and Universities in the world).[35]",#cite_note-40 #cite_note-41 #cite_note-42
p,"Sedangkan menurut penilaian lembaga pemeringkatan perguruan tinggi asal Inggris tahun 2009, THE-QS, ITB menempati peringkat 80 di dunia dalam bidang Teknik dan IT, satu-satunya perguruan tinggi di Indonesia yang mampu masuk dalam 100 besar pemeringkatan. Peringkat pertama sendiri diduduki olehMIT.[36]Kemudian pada tahun 2011 dalam bidang yang sama, peringkat yang di tempati ITB menjadi peringkat 100 di dunia.[37]",/wiki/Institut_Teknologi_Massachusetts #cite_note-43 #cite_note-44
p,"Dari tahun 2007 hingga saat ini, khusus untuk bidangEngineering & TechnologydanNatural Sciences, ITB menempati peringkat pertama di Indonesia dan satu-satunya kampus di Indonesia yang memperoleh ""bintang empat"" dariQS World University Rankingssedangkan untuk bidangArt & Design, ITB menempati peringkat 100 besar perguruan tinggi terbaik dunia.[38][39]",#cite_note-45 #cite_note-:0-46
h3,Peringkat ITB di Dunia,
h3,Peringkat ITB di Asia,
h3,Peringkat ITB berdasarkan Bidang Studi,
h3,Peringkat ITB dalam Keberlanjutan,
h2,Rektor,
h2,Keluarga mahasiswa ITB,
p,"Pemerintah melalui Mendikbud Daoed Joesoef menggulirkan konsepNormalisasi Kehidupan Kampus/Badan Koordinasi Kemahasiswaanyang lazim disingkat NKK/BKK. Dewan mahasiswa se-Indonesia dibubarkan dan kemahasiswaan diatur oleh pembantu rektor bidang kemahasiswaan melalui BKK. Mahasiswa menolak dengan keras BKK, dan tetap mengadakan pemilihan Ketua DeMa (Dewan Mahasiswa). Namun setiap Ketua DeMa terpilih, malam itu juga surat ancaman DO (Drop Out) sampai. Akibatnya tidak ada yang bersedia menjadi Ketua DeMa. Akhirnya mahasiswa ITB memutuskan membubarkan Dewan Mahasiswa dan membekukan DeMa ITB. Kemudian didirikan Badan Koordinasi (BAKOR) untuk mengkoordinasikan pergerakan. Sementara cita-cita DeMa diamanatkan kepada Himpunan-Himpunan sebagai kantung-kantung gerakan, dengan konsekuensi, kaderisasi ada di tingkat himpunan.",/wiki/Normalisasi_Kehidupan_Kampus/Badan_Koordinasi_Kemahasiswaan
p,"Sampai pada Tahun 1994, Perwakilan Mahasiswa yang tergabung dalam FKHJ (Forum Ketua Himpunan Jurusan), memutuskan untuk membentuk kembali kemahasiswaan terpusat, untuk mengusung gerakan eksternal yang pada saat itu sedang menghangat di Indonesia. Akhirnya dibentuklah Keluarga Mahasiswa Institut Teknologi BandungKM ITB.",/wiki/KM_ITB
h2,Organisasi kemahasiswaan,
h3,Unit kegiatan mahasiswa,
li,Rumpun agama[41],#cite_note-webkm-51
li,"Persekutuan MahasiswaKristen""PMK"" (Christian Student Fellowship)",/wiki/Kristen
li,"Keluarga MahasiswaKatolik""KMK"" (Catholic Student Society)",/wiki/Katolik
li,"Keluarga MahasiswaHindu""KMH"" (Hindu Student Society)",/wiki/Hindu
li,"Keluarga MahasiswaBuddha""Dhammanano"" (Buddhist Student Society)",/wiki/Buddha
li,"Keluarga MahasiswaIslam""GAMAIS"" (Islamic Student Society)",/wiki/Islam /wiki/GAMAIS_ITB
li,Rumpun keilmuan[41],#cite_note-webkm-51
li,ShARE ITB,
li,"Perkumpulan Studi Ilmu Kemasyarakatan ""PSIK"" (Societal Study Union)",
li,"Majalah Ganesha – Kelompok Studi Sejarah, Ekonomi dan Politik ITB",
li,Kelompok Studi Ekonomi dan Pasar Modal ITB,
li,"Institut Sosial Humaniora ""Tiang Bendera"" ITB",
li,Unit Kajian Islam Ideologis HATI ITB (Harmoni Amal Titian Ilmu),
li,Rumpun pendidikan[41],#cite_note-webkm-51
li,"Koperasi Kesejahteraan Mahasiswa ""KOKESMA""",
li,Unit Robotika,
li,U-Green ITB,
li,"Synthetic Biology ""SynBio"" ITB",
li,Techno Enterpreneur Club,
li,"Student English Forum ""SEF""",
li,Resimen Mahasiswa Mahawarman Batalyon I/ITB (Student Regiment Battalion I/ITB)],
li,Pramuka ITB (Gudep 06005-06006),
li,"Liga Film Mahasiswa ""LFM"" ITB",
li,Korps SukarelaPalang Merah Indonesia(KSR-PMI) ITB,/wiki/Palang_Merah_Indonesia
li,Ganesha ModelUnited NationsClub,/wiki/United_Nations
li,Kelompok Studi Visual Budaya Modern (Genshiken ITB),
li,Amateur Radio Club ITB - ARC ITB,
li,"Keluarga Mahasiswa Pencinta Alam Ganesha ""KMPA""",
li,Ganesha Interactive Media (GIM) ITB,
li,Rumpun seni dan budaya[41],#cite_note-webkm-51
li,ITB Dance and Performance Art Community (INFINITY),
li,Unit KebudayaanAceh(UKA),/wiki/Aceh
li,Unit KesenianSumatera Utara(UKSU),/wiki/Sumatera_Utara
li,Unit KesenianSulawesi Selatan(UKSS),/wiki/Sulawesi_Selatan
li,Unit Kebudayaan MelayuRiau(UKMR-ITB),/wiki/Riau
li,Unit Kesenian Minangkabau (UKM),
li,Unit KebudayaanJepang(UKJ),/wiki/Jepang
li,Unit KebudayaanIrian(UKIR) ITB,/wiki/Irian
li,Unit KebudayaanBantenDEBUST ITB,/wiki/Banten
li,Unit KebudayaanBetawi(UKB) ITB,/wiki/Betawi
li,Unit BudayaLampung(UBALA),/wiki/Lampung
li,Studi Teater Mahasiswa (STEMA),
li,Serumpun MahasiswaBangka Belitung,/wiki/Bangka_Belitung
li,Perkumpulan Seni Tari dan Karawitan Jawa,
li,Paduan Suara Mahasiswa (PSM-ITB),
li,Mahasiswa BumiSriwijaya(MUSI),/wiki/Sriwijaya
li,Maha Gotra Ganesha (MGG),
li,Marching Band Waditra Ganesha (MBWG),
li,Lingkung Seni Sunda (LSS),
li,Lingkar Sastra ITB,
li,Paguyuban Seni BudayaJawa Timuran– Loedroek ITB,/w/index.php?title=Jawa_Timura&action=edit&redlink=1
li,Keluarga PaduanAngklungITB,/wiki/Angklung
li,Unit Rebana ITB (URI),
li,Keluarga Mahasiswa Jambi ITB – Siginjai (KMJ ITB),
li,ITBJazz,
li,ITB Student Orchestra (ISO),
li,Unit Apresiasi Musik (apres!) ITB,
li,Unit Kebudayaan Tionghoa (UKT),
li,Unit KebudayaanKalimantan(UKK),/wiki/Kalimantan
li,Unit KebudayaanBanyuwangi(UKAWANGI),/wiki/Banyuwangi
li,Korean Culture Club ITB (KCC ITB),
li,Rumpun media[41],#cite_note-webkm-51
li,Tabloid Mahasiswa Boulevard,
li,Radio Kampus – ITB community radio,
li,Pers Mahasiswa (Persma) ITB,
li,GaneshaTV(GTV),/w/index.php?title=GaneshaTV&action=edit&redlink=1
li,8EH Radio ITB,
li,Rumpun olahraga dan kesehatan[41],#cite_note-webkm-51
li,Unit Tenis ITB,
li,Unit Ganesha Touchdown (GT),
li,Unit Renang dan Polo Air (URPA),
li,Unit Judo ITB,
li,Unit Capoeira Quizumba (UCI) ITB,
li,Unit Bola Voli (UBV),
li,Unit Bulu Tangkis (UBT) ITB,
li,"Unit Basket ""GANESHA"" (UBG-ITB)",
li,Unit Aktivitas Tenis Meja ITB (UATM ITB),
li,Tarung Drajat (Boxer),
li,UnitTaekwondo,/wiki/Taekwondo
li,Syufu Taeshukan Hent Lanah ITB,
li,Unit Softball,
li,Satuan Kegiatan Olah Raga (SKOR) Hoki ITB,
li,Persatuan Sepak Bola ITB (PS ITB),
li,Persatuan Catur Mahasiswa ITB,
li,Perisai Diri,
li,Unit Panahan PASOPATI ITB,
li,Unit Selam Nautika ITB,
li,Unit Kendo ITB,
li,Shorinji KempoITB,/wiki/Shorinji_Kempo
li,Unit Karate (Bandung Karate Club) cabang ITB,
li,Bela Diri Hikmatul Iman Ranting ITB,
li,Ganesha Bicycler,
li,Unit Aktivitas Bridge (UAB),
li,Atletik Ganesha (ATLAS),
li,Aikido,
li,Persaudaraan Setia Hati Terate (PSHT) ITB,
h3,Himpunan mahasiswa program studi,
li,Visual Art Student Aggregate ITB,
li,Himpunan Mahasiswa Kriya Tekstil dan Keramik ITB,
li,Ikatan Mahasiswa Desain Interior ITB,
li,Ikatan Pemuda Pemudi Desain Grafis DKV ITB,
li,Industrial Design Student Society ITB,
li,VASA ITB,
li,TERIKAT ITB,
li,IMDI ITB,
li,IPPDIG ITB,
li,INDDES ITB,
h2,Lembaga,
p,"Pusat Mikroelektronika(PME) adalah sebuah lembaga yang berada di bawah Lembaga Penelitian dan Pengabdian Kepada Masyarakat Institut Teknologi Bandung. PME didirikan oleh Prof. Dr.Samaun Samadikunpada tahun 1986.[43]Ketua PME saat ini adalah Ir. Adi Indrayanto, M.Sc., Ph.D. Periode sebelumnya dijabat oleh Prof. Trio Adiono, ST. MT. Ph.D.",/w/index.php?title=Pusat_Mikroelektronika_ITB&action=edit&redlink=1 /wiki/Samaun_Samadikun #cite_note-53
p,"PME terdiri dari empat laboratorium, yaitu:",
li,"IC Design Lab, dikepalai oleh Prof. Trio Adiono, ST. MT. Ph.D",
li,"System Application Lab, dikoordinasi Dr. Beni Rio, ST.",
li,"IC Processing Lab,dikoordinasi oleh Dr. Muhammad Amin Sulthoni, IPM.",
li,"Manufacture Lab,dikepalai oleh Ir. Farkhad Ihsan Hariadi, M.Sc.",
p,Institut Teknologi Bandung meluncurkan base station 4G dengan nama InfiniteBe untuk mengatasi permasalahan kapasitas teknologi informasi dan komunikasi (TIK) di jaringan berkecepatan tinggi di daerah-daerah padat baik di dalam ruangan maupun luar ruangan.[44][45],#cite_note-54 #cite_note-55
p,InfiniteBe[46][47](dibaca Infin-iteBe)  merupakan hasil pengembanganPusat Mikroelektronika ITByang bekerja sama dengan PT Fusi Global Teknologi dan PT Len Industri dan kemudian dilanjutkan oleh PT Industri Telekomunikasi Indonesia di bawah program Inovasi Perguruan Tinggi di Industri sejak tahun 2016.[48][49],#cite_note-56 #cite_note-57 /w/index.php?title=Pusat_Mikroelektronika&action=edit&redlink=1 #cite_note-58 #cite_note-59
h2,Alumni,
li,"Abdullah Puteh, Mantan Gubernur Nanggroe Aceh Darrusalam",/wiki/Abdullah_Puteh
li,"Abdoelmoettalip Danoeningrat, MantanMenteri Perhubungan",/wiki/Menteri_Perhubungan
li,"Aburizal Bakrie,Menko Kesra, pengusaha terkaya Indonesia 2007",/wiki/Aburizal_Bakrie /wiki/Menko_Kesra
li,"Achmad Zaky,CEOBukalapak",/wiki/Achmad_Zaky /wiki/CEO
li,"Ajeng Martia Saputri, seniman",/wiki/Ajeng_Martia_Saputri
li,"Al Hilal Hamdi, Mantan Menteri Tenaga Kerja dan Transmigrasi",/wiki/Al_Hilal_Hamdi
li,"Amadeo, Pemerintah Provinsi DKI Jakarta",/wiki/Amadeo
li,"Aming, komedian lokal, Aktor",/wiki/Aming
li,"Arian13, Musisi, Desainer Grafis, Pengusaha",/wiki/Arian13
li,"Arifin Panigoro, AnggotaDPR RI, PemilikMedco Group",/wiki/Arifin_Panigoro /wiki/DPR_RI /wiki/Medco_Group
li,"Azwar Anas, mantan Menteri Koordinator Kesejahteraan Rakyat, mantan Gubernur Sumatera Barat",/wiki/Azwar_Anas
li,"Armein Z R Langi, Kepala Pusat Penelitian Teknologi Informasi dan Komunikasi ITB (PPTIK-ITB)",/w/index.php?title=Armein_Z_R_Langi&action=edit&redlink=1
li,"Bambang Harymurti, Mantan Pemimpin Redaksi TEMPO",/wiki/Bambang_Harymurti
